absalom_eventid,absalom_startdate,absalom_summary,absalom_chapter,absalom_y_narrated,absalom_y_hypothesized,absalom_y_narratedconsciousness,absalom_y_told,absalom_y_remembered,absalom_y_all,absalom_y_other,absalom_x_plot,absalom_x_story,absalom_textposition_plot,absalom_textposition_story,absalom_label,x_sutpen_plot,x_sutpen_story,y_sutpen,series_sutpen_plot,series_sutpen_story,sutpen_label,textposition_sutpen_plot,textposition_sutpen_story
16166,1910-01-14,"Shreve interrupts the story to revise it <br> - and to anticipate the meeting between <br> Henry and Sutpen ""in 1865"" (275).  Citing the unreliability of both Quentin's grandfather <br> and father, but no direct evidence, Shreve <br> revises their assertion that Henry saved Bon <br> at Shiloh.  [SOURCE: Shreve]",8,634,,,,,634,,599,634,,,,,,,,,,,
16167,1862-04-07,"Shreve resumes the story with a scene <br> of Bon finding and carrying to safety <br> the wounded Henry, even as they continue <br> arguing about what Henry wants and what <br> Bon will do.  [SOURCE: Shreve-Quentin]",8,,,,357,,357,,600,357,,,,,,,,,,,
16168,1910-01-14,"The narrator again asserts the oneness of <br> Quentin and Shreve in their dorm room, <br> ""not retreating from the cold,"" with ""the <br> spirits' travail"" of Henry and Bon ""fifty <br> years ago"" (275).  [SOURCE: Narrator]",8,635,,,,,635,,601,635,,,,,,,,,,,
16169,1864-01-01,"The narrative lists a number of Confederate <br> defeats in the Civil War's western theater, <br> and attributes them not to the enemy, <br> but to the incompetence of Southern generals <br> whose commands were bestowed on them by <br> the ""absolute caste system"" of the Old <br> South (276).  Chronologically, the battles cited are ""Corinth"" - <br> Mississippi, 1862; ""Vicksburg"" - Mississippi, 1863; ""Chickamauga"" <br> - Georgia, 1863; ""Atlanta"" - Georgia, 1864; <br> ""Franklin"" - Tennessee, 1864.  [SOURCE: Narrator]",8,368,,,,,368,,602,368,,,,,,,,,,,
16170,1864-01-01,Quentin and Shreve commune with the vexed <br> spirits of Bon (who does not yet <br> know what he will do) and Henry <br> (who still wrestles with the idea of <br> incest).  [SOURCE: Narrator],8,369,,,,,369,,603,369,,,,,,,,,,,
16171,1910-01-14,"The narrator describes how paradoxically Shreve (""the <br> Canadian"") and Quentin (""the Southerner"") are dressed, <br> as they tell the story in their <br> dorm room (276).  [SOURCE: Narrator]",8,636,,,,,636,,604,636,,,,,,,,,,,
16172,1864-12-01,"By the ""winter of '64"" the army <br> has retreated almost to Carolina, getting closer <br> to the corps in which Sutpen's regiment <br> serves (276); thinking of that, Bon realizes <br> that he still doesn't know what he <br> wants or will do.    [SOURCE: Narrator]",8,382,,,,,382,,605,382,,,,,,,,,,,
16174,1865-01-01,"As the Confederates continue to retreat, Bon <br> decides ""what he was going to do"" <br> - and when he tells Henry, Henry <br> expresses relief, believing that now ""we are <br> all going"" to hell together (277).  He means himself, Judith, Bon - and <br> Sutpen too.   [SOURCE: Narrator]",8,386,,,,,386,,606,386,,,,,,,,,,,
16175,1865-01-01,"As the Confederate army continues to retreat, <br> Bon continues to hope for a sign <br> from Sutpen.  [SOURCE: Narrator]",8,387,,,,,387,,607,387,,,,,,,,,,,
16176,1865-03-01,"The Confederate soldiers continue retreating, waiting for <br> ""defeat"" (278).  [SOURCE: Narrator]",8,388,,,,,388,,608,388,,,,,,,,,,,
16177,1865-03-02,"Bon sees Sutpen again during the retreat; <br> ""nothing"" happens again (278).  [SOURCE: Narrator]",8,389,,,,,389,,609,389,,,,,,,,,,,
16178,1865-03-02,"When Sutpen again gives him no sign <br> of recognition, Bon asks Henry's permission to <br> write Judith; Henry grants it, Bon writes <br> the letter, ""Henry reads it and sends <br> it off"" (279).  [SOURCE: Narrator]",8,390,,,,,390,,610,390,,,,,,,,,,,
16179,1865-04-01,"One night during the retreat through Carolina, <br> Henry is summoned to the commander's tent. <br>  [SOURCE: Narrator]",8,396,,,,,396,,611,396,,,,,,,,,,,
16180,1909-09-06,"Shreve begins speaking again, shifting the narrative's <br> time and place to the night in <br> September, 1909, when Quentin and Rosa made <br> the journey out to the Sutpen place <br> - the ""inviolate and rotted mausoleum"" where <br> Clytemnestra kept a secret for Sutpen.  [SOURCE: Shreve]",8,,,,575,,575,,612,575,,,,,,,,,,,
16182,1910-01-14,"The dorm room at Harvard becomes a <br> bivouac in Carolina ""forty-six years ago,"" and <br> Quentin and Shreve, ""both of them,"" become <br> both Henry and Bon (280).  The way the narrative at this one <br> moment brings together time and space and <br> personality suggests something exceptional is about to <br> be narrated.  [SOURCE: Narrator]",8,637,,,,,637,,613,637,,,,,,,,,,,
16183,1865-04-01,"""bivouac fires"" - the scene in the <br> Harvard dorm room shifts, mid-sentence, into a <br> scene at a Confederate camp, where an <br> orderly brings a message to Henry.  [SOURCE: Narrator]",8,397,,,,,397,,614,397,,,,,,,,,,,
16184,1865-04-01,"Sutpen and Henry are reunited in the <br> bivouac; Henry assumes that his father has <br> learned about the letter Bon wrote Judith, <br> and the decision to marry.  Over Henry's resistance, Sutpen tells him that <br> Bon ""must not marry"" Judith, because Sutpen <br> knows ""that his mother was part negro"" <br> (283).  (Sutpen also confirms that it was Henry, <br> not Bon, who was ""hit at Shiloh,"" <br> 282).  [SOURCE: Narrator]",8,399,,,,,399,,615,399,,,,,,,,,,,
16185,1865-04-01,"Henry leaves the tent where his father <br> has just told him about Bon's ""negro"" <br> heritage (283).  The opening, grammatically tortuous sentence of this <br> passage - ""nor did Henry ever say <br> that he did not remember"" - implies <br> an omniscient narrator, but very ambiguously.  Henry thinks about the apparently futile military <br> situation before thinking about ""what he would <br> have to do"" if Bon went ahead <br> with the plan to marry (284).  [SOURCE: Narrator]",8,398,,,,,398,,616,398,,,,,,,,,,,
16186,1865-04-02,"In the cold dawn, Bon tells Henry <br> that ""it's the miscegenation, not the incest"" <br> that Henry cannot accept, and that it's <br> up to Henry to stop him from <br> marrying Judith (285).  Henry notes that ""You are my brother""; <br> Bon says, bitterly, that ""I'm the nigger <br> that's going to sleep with your sister"" <br> (286).  When Bon gives Henry his pistol to <br> kill him ""now,"" Henry throws the gun <br> away, but still says ""You shall not!"" <br> (286).  [SOURCE: Narrator]",8,400,,,,,400,,617,400,,,,,,,,,,,
16187,1865-05-03,"Shreve resumes telling the story, describing the <br> last minutes of Bon's life.  His death is not narrated.  [SOURCE: Shreve-Quentin]",8,,,,401,,401,,618,401,,,,,,,,,,,
16188,1865-05-03,"Shreve describes what happens at Sutpen's after <br> Henry fires the shot, including Rosa's arrival <br> in time to see Judith before ""the <br> closed door"" holding the metal case with <br> the picture of ""the octoroon and the <br> kid"" (286).  [SOURCE: Shreve-Quentin]",8,,,,406,,406,,619,406,,,,,,,,,,,
16189,1910-01-14,"Shreve interprets the meaning of Bon's substitution <br> of the photographs in the metal case. <br>  He calls Bon ""the black son of <br> a bitch"" (286).  He and Quentin decide it's time to <br> ""go to bed"" (287) [SOURCE: Shreve]",8,638,,,,,638,,620,638,,,,,,,,,,,
16191,1910-01-14,"Lying in their beds in the dark, <br> Quentin and Shreve talk about ""the South"" <br> (289).  [SOURCE: Narrator]",9,639,,,,,639,,621,639,,,,,,,,,,,
16192,1909-09-06,"Shreve reminds Quentin of the journey he <br> and Rosa made out to the Sutpen <br> place, ""to finish up"" the story (289). <br>  [SOURCE: Shreve]",9,,,,568,,568,,622,568,,,,,,,,,,,
16193,1909-09-06,"Quentin remembers the drive with Rosa out <br> to Sutpen's.  Rosa notes that the estate is still, <br> somehow, ""his and Ellen's and Ellen's descendants"" <br> (290).  It seems unlikely that she includes Clytemnestra <br> or Jim Bond in that group, so <br> it's not clear whom she might be <br> thinking of.  [SOURCE: Quentin]",9,,,,,,,,623,570,,,,,,,,,,,
16194,1858-01-01,"On the road to the Sutpen place, <br> Quentin has - and simultaneously remembers having <br> the first time earlier that day - <br> a vision of Sutpen, from the proud <br> ""rider"" on the ""black stallion"" to the <br> man who returned from the Civil War <br> having lost everything but ""old age and <br> breathing"" (290-91).  [SOURCE: Narrator]",9,165,,,,,165,,624,165,,,,,,,,,,,
16195,1866-01-01,"The narrative perspective shifts to Milly Jones', <br> and the way she still looks at <br> Sutpen ""as she would have looked at <br> God"" (291).  [SOURCE: Narrator]",9,435,,,,,435,,625,435,,,,,,,,,,,
16196,1910-01-14,"Lying in his ""warm bed"" at Harvard, <br> Quentin again begins to pant (291).  [SOURCE: Narrator]",9,640,,,,,640,,626,640,,,,,,,,,,,
16197,1909-09-06,"Quentin remembers that Rosa made him stop <br> the buggy at the gate, where Henry <br> shot Bon, and walk up to the <br> house.  He compares the length of the drive <br> now to the time he walked it <br> ""as a child"" (293).  Sure that Clytemnestra is watching them, Rosa <br> says they have to ""get inside the <br> house"" (293).  [SOURCE: Narrator]",9,,,,,,,,627,571,,,,,,,,,,,
16198,1909-09-06,"Quentin and Rosa reach the house, and <br> she insists he find a way in. <br>  [SOURCE: Narrator]",9,572,,,,,572,,628,572,"""middle left""","""middle left""",Quentin Rosa Sutpen's 100,,,,,,,,
16199,1909-09-06,"Quentin enters the house through an empty <br> window.  As he opens the door to admit <br> Rosa, he discovers Clytemnestra behind him; she <br> asks him (""young marster"") and ""Rosie"" not <br> to go upstairs (295).  Rosa knocks her down with ""a full-armed <br> blow like a man,"" and goes ""up <br> the stairs"" (295).  [SOURCE: Narrator]",9,577,,,,,577,,629,577,,,,,,,,,,,
16202,1909-09-06,"After Quentin helps her up, Clytemnestra says <br> she ""remembers your grandpaw"" (296).  As Quentin starts to go upstairs, he <br> notices that Jim Bond has joined Clytemnestra. <br>  He sees Rosa returning with a ""bloodless"" <br> look on her face (296). [SOURCE: Narrator]",9,578,,,,,578,,630,578,,,,,,,,,,,
16203,1909-09-06,"The narrative does not say what Quentin <br> finds at the top of the stairs, <br> only that when he ""comes back down"" <br> them, Clytemnestra is sitting alone in the <br> hall (296).  [SOURCE: Narrator]",9,580,,,,,580,,631,580,,,,,,,,,,,
16210,1909-09-06,"Leaving the Sutpen mansion, Quentin catches up <br> to Rosa and Jim Bond walking down <br> the drive.  She falls, and as Quentin hurries to <br> help her up he hears her say <br> to Bond ""You aint any Sutpen!"" (297). <br>  [SOURCE: Narrator]",9,581,,,,,581,,632,581,,,,,,,,,,,
16211,1909-09-06,"Quentin drives Rosa back to her house, <br> and helps her enter it.  As he returns to the buggy he <br> is panting, and realizes he is ""about <br> to begin to run"" (297).  [SOURCE: Narrator]",9,582,,,,,582,,633,582,,,,,,,,,,,
16212,1909-09-06,"After driving home ""using the whip,"" Quentin <br> stalls the horse and then runs into <br> his house, where he lies in bed <br> ""sweating"" and ""panting"" (298).  [SOURCE: Narrator]",9,583,,,,,583,,634,583,,,,,,,,,,,
16213,1909-09-06,"Lying in his bed at home, Quentin <br> remembers what he saw upstairs at Sutpen's: <br> Henry lying in his bed, ""wasted"" with <br> age.  In a circular pattern Quentin asks and <br> Henry answers four short questions with 11 <br> different words.  [SOURCE: Quentin]",9,,,,,,,,635,579,,,,,,,,,,,
16214,1910-01-14,"Lying in his bed at Harvard, ""thinking <br> 'Nevermore of peace,'"" Quentin does not answer <br> Shreve when he asks why Rosa waited <br> three months before going back to Sutpen's <br> to get Henry (298).  [SOURCE: Narrator]",9,641,,,,,641,,636,641,,,,,,,,,,,
16215,1909-12-26,"Shreve describes Rosa's return to Sutpen's after <br> three months, and Clytemnestra's fear that she <br> is coming to have Henry arrested for <br> murder.  [SOURCE: Shreve-Quentin]",9,,,,584,,584,,637,584,,,,,,,,,,,
16217,1909-12-26,"In a vision Quentin sees Rosa in <br> ""the ambulance"" being driven toward Supten's mansion, <br> when the house begins to burn and <br> Jim Bond begins to howl (299).  [SOURCE: Quentin]",9,585,,,,,585,,638,585,,,,,,,,,,,
16218,1909-12-26,"Quentin's vision continues, and he sees the <br> ambulance reach the house too late to <br> save anyone from the flames.  Clytie appears at an upstairs window ""for <br> a moment,"" while Jim Bond - ""the <br> scion, the last of his race"" - <br> runs away howling (300).  [SOURCE: Quentin]",9,576,,,,,576,,639,576,,,,,,,,,,,
16219,1909-12-26,"Shreve resumes the narration, describing Rosa's return <br> from the fire in the ambulance that <br> was intended to transport Henry.  He says ""and so she died"" after <br> mentioning that no one could catch Jim <br> Bond, the last survivor at the Sutpen <br> place (301).  [SOURCE: Shreve]",9,,,,586,,586,,640,586,,,,,,,,,,,
16220,1910-01-14,"Quentin looks at his father's letter, and <br> Shreve comments on ""The South,"" and the <br> persistence of the past.    [SOURCE: Narrator]",9,642,,,,,642,,641,642,,,,,,,,,,,
16222,1910-01-09,"Through Quentin's eyes we read the second <br> half of Mr. Compson's letter about Rosa's <br> death and funeral; the first half appears <br> at the very beginning of Chapter 6. <br>  Mr. Compson provides a few details about <br> the burial, and his own moralizing on <br> the story.  [SOURCE: Father]",9,,,,587,,587,,642,587,,,,,,,,,,,
16223,1910-01-14,"Shreve facetiously reckons up the number of <br> people who die in the Sutpen story, <br> and offers an ambiguous racial moral about <br> the past and a still more ambiguous <br> racial prediction about the future.  [SOURCE: Narrator]",9,643,,,,,643,,643,643,,,,,,,,,,,
16224,1910-01-14,"Shreve asks Quentin why he ""hates the <br> South""; Quentin's answers, both aloud to Shreve <br> and in his own thoughts, leave the <br> question unresolved (303).  [SOURCE: Narrator]",9,644,,,,,644,,644,644,,,,,,,,,,,
